ID,DrillID,Depth,TestsTypeID,Value
469,0,6.69,3.0,2.33
470,0,6.7045,2.0,659.4329896
471,0,6.706,3.0,2.16
472,0,6.721,3.0,2.08
473,0,6.736,3.0,2.54
474,0,6.751,3.0,2.27
475,0,6.767,3.0,2.64
476,0,6.782,3.0,2.82
477,0,6.797,3.0,3.41
478,0,6.812,3.0,5.2
479,0,6.828,3.0,5.6
480,0,6.843,3.0,22.3
481,0,6.858,3.0,21.65
482,0,6.873,3.0,68.83
483,0,6.888,3.0,89.41
484,0,6.904,3.0,97.21
485,0,6.919,3.0,96.1
486,0,6.934,3.0,89.05
487,0,6.949,3.0,136.03
488,0,6.965,3.0,96.01
489,0,6.98,3.0,70.51
490,0,6.995,3.0,79.75
491,0,7.00925,2.0,8.538773536
492,0,7.01,3.0,96.88
493,0,7.026,3.0,73.44
494,0,7.041,3.0,128.22
495,0,7.056,3.0,174.61
496,0,7.071,3.0,102.8
497,0,7.087,3.0,80.9
498,0,7.102,3.0,70.95
499,0,7.117,3.0,75.48
500,0,7.132,3.0,60.24
501,0,7.148,3.0,57.62
502,0,7.163,3.0,54.81
503,0,7.178,3.0,56.4
504,0,7.193,3.0,60.2
505,0,7.208,3.0,63.6
506,0,7.224,3.0,91.3
507,0,7.239,3.0,95.65
508,0,7.254,3.0,90.33
509,0,7.269,3.0,82.66
510,0,7.285,3.0,89.33
511,0,7.3,3.0,81.67
512,0,7.314,2.0,16.83353208
513,0,7.315,3.0,85.83
514,0,7.33,3.0,68.92
515,0,7.346,3.0,60.96
516,0,7.361,3.0,70.48
517,0,7.376,3.0,104.24
518,0,7.391,3.0,112.62
519,0,7.407,3.0,95.31
520,0,7.422,3.0,137.15
521,0,7.437,3.0,169.58
522,0,7.452,3.0,134.29
523,0,7.468,3.0,161.64
524,0,7.483,3.0,169.32
525,0,7.498,3.0,143.16
526,0,7.513,3.0,120.08
527,0,7.529,3.0,98.04
528,0,7.544,3.0,93.02
529,0,7.559,3.0,85.51
530,0,7.574,3.0,109.76
531,0,7.589,3.0,94.38
532,0,7.605,3.0,72.19
533,0,7.61875,2.0,57.82730758
534,0,7.62,3.0,88.09
535,0,7.635,3.0,107.55
536,0,7.65,3.0,91.77
537,0,7.666,3.0,79.89
538,0,7.681,3.0,81.94
539,0,7.696,3.0,92.97
540,0,7.711,3.0,119.49
541,0,7.727,3.0,140.24
542,0,7.742,3.0,124.62
543,0,7.757,3.0,170.81
544,0,7.772,3.0,111.91
545,0,7.788,3.0,79.95
546,0,7.803,3.0,60.48
547,0,7.818,3.0,58.74
548,0,7.833,3.0,56.37
549,0,7.849,3.0,60.18
550,0,7.864,3.0,64.59
551,0,7.879,3.0,65.8
552,0,7.894,3.0,49.4
553,0,7.91,3.0,52.2
554,0,7.9235,2.0,23.98856974
555,0,7.925,3.0,48.1
556,0,7.94,3.0,74.05
557,0,7.955,3.0,84.52
558,0,7.97,3.0,105.26
559,0,7.986,3.0,122.63
560,0,8.001,3.0,107.32
561,0,8.016,3.0,119.16
562,0,8.031,3.0,103.58
563,0,8.047,3.0,90.79
564,0,8.062,3.0,105.89
565,0,8.077,3.0,104.45
566,0,8.092,3.0,100.22
567,0,8.108,3.0,97.61
568,0,8.123,3.0,108.31
569,0,8.138,3.0,103.65
570,0,8.153,3.0,105.83
571,0,8.169,3.0,111.41
572,0,8.184,3.0,88.21
573,0,8.199,3.0,88.1
574,0,8.214,3.0,133.05
575,0,8.22825,2.0,40.29768375
576,0,8.23,3.0,100.03
577,0,8.245,3.0,82.51
578,0,8.26,3.0,91.26
579,0,8.275,3.0,89.63
580,0,8.291,3.0,103.31
581,0,8.306,3.0,95.66
582,0,8.321,3.0,85.33
583,0,8.336,3.0,85.66
584,0,8.351,3.0,80.83
585,0,8.367,3.0,88.42
586,0,8.382,3.0,92.21
587,0,8.397,3.0,92.6
588,0,8.412,3.0,84.3
589,0,8.428,3.0,86.65
590,0,8.443,3.0,119.33
591,0,8.458,3.0,113.66
592,0,8.473,3.0,110.83
593,0,8.489,3.0,94.42
594,0,8.504,3.0,89.21
595,0,8.519,3.0,87.1
596,0,8.533,2.0,85.60377579
597,0,8.534,3.0,107.05
598,0,8.55,3.0,94.03
599,0,8.565,3.0,80.51
600,0,8.58,3.0,80.26
601,0,8.595,3.0,84.13
602,0,8.611,3.0,85.06
603,0,8.626,3.0,82.03
604,0,8.641,3.0,78.02
605,0,8.656,3.0,89.01
606,0,8.672,3.0,86.5
607,0,8.687,3.0,77.25
608,0,8.702,3.0,78.63
609,0,8.717,3.0,82.81
610,0,8.732,3.0,83.91
611,0,8.748,3.0,84.95
612,0,8.763,3.0,85.48
613,0,8.778,3.0,82.24
614,0,8.793,3.0,94.12
615,0,8.809,3.0,92.56
616,0,8.824,3.0,88.28
617,0,8.83775,2.0,569.2440821
618,0,8.839,3.0,85.14
619,0,8.854,3.0,88.57
620,0,8.87,3.0,86.78
621,0,8.885,3.0,87.39
622,0,8.9,3.0,92.2
623,0,8.915,3.0,94.6
624,0,8.931,3.0,114.3
625,0,8.946,3.0,100.65
626,0,8.961,3.0,87.82
627,0,8.976,3.0,88.41
628,0,8.992,3.0,103.71
629,0,9.007,3.0,93.35
630,0,9.022,3.0,86.18
631,0,9.037,3.0,92.09
632,0,9.053,3.0,97.54
633,0,9.068,3.0,109.27
634,0,9.083,3.0,109.64
635,0,9.098,3.0,106.32
636,0,9.113,3.0,99.16
637,0,9.129,3.0,95.08
638,0,9.1425,2.0,37.61678799
639,0,9.144,3.0,87.54
640,0,9.159,3.0,83.27
641,0,9.174,3.0,114.63
642,0,9.19,3.0,95.32
643,0,9.205,3.0,89.16
644,0,9.22,3.0,88.58
645,0,9.235,3.0,96.79
646,0,9.251,3.0,99.89
647,0,9.266,3.0,104.95
648,0,9.281,3.0,98.47
649,0,9.296,3.0,92.24
650,0,9.312,3.0,91.12
651,0,9.327,3.0,88.06
652,0,9.342,3.0,85.53
653,0,9.357,3.0,92.26
654,0,9.373,3.0,92.13
655,0,9.388,3.0,90.57
656,0,9.403,3.0,96.28
657,0,9.418,3.0,104.14
658,0,9.434,3.0,95.07
659,0,9.44725,2.0,343.2286376
660,0,9.449,3.0,99.54
661,0,9.464,3.0,92.77
662,0,9.479,3.0,84.88
663,0,9.494,3.0,125.94
664,0,9.51,3.0,111.97
665,0,9.525,3.0,94.49
666,0,9.54,3.0,90.74
667,0,9.555,3.0,100.87
668,0,9.571,3.0,102.44
669,0,9.586,3.0,97.72
670,0,9.601,3.0,91.36
671,0,9.616,3.0,103.68
672,0,9.632,3.0,110.84
673,0,9.647,3.0,100.92
674,0,9.662,3.0,93.46
675,0,9.677,3.0,91.73
676,0,9.693,3.0,95.86
677,0,9.708,3.0,89.93
678,0,9.723,3.0,92.47
679,0,9.738,3.0,101.73
680,0,9.752,2.0,14.2550379
681,0,9.754,3.0,98.87
682,0,9.769,3.0,97.93
683,0,9.784,3.0,106.47
684,0,9.799,3.0,118.23
685,0,9.814,3.0,99.62
686,0,9.83,3.0,92.31
687,0,9.845,3.0,97.15
688,0,9.86,3.0,93.58
689,0,9.875,3.0,89.29
690,0,9.891,3.0,96.14
691,0,9.906,3.0,94.57
692,0,9.921,3.0,98.79
693,0,9.936,3.0,108.39
694,0,9.952,3.0,95.7
695,0,9.967,3.0,96.85
696,0,9.982,3.0,106.92
697,0,9.997,3.0,104.46
698,0,10.013,3.0,95.23
699,0,10.028,3.0,130.62
700,0,10.043,3.0,148.31
701,0,10.05675,2.0,30.43070987
702,0,10.058,3.0,146.65
703,0,10.074,3.0,119.33
704,0,10.089,3.0,111.16
705,0,10.104,3.0,105.08
706,0,10.119,3.0,106.54
707,0,10.135,3.0,95.27
708,0,10.15,3.0,93.64
709,0,10.165,3.0,88.32
710,0,10.18,3.0,94.66
711,0,10.195,3.0,98.83
712,0,10.211,3.0,97.91
713,0,10.226,3.0,108.96
714,0,10.241,3.0,110.48
715,0,10.256,3.0,94.74
716,0,10.272,3.0,96.87
717,0,10.287,3.0,90.93
718,0,10.302,3.0,94.47
719,0,10.317,3.0,91.23
720,0,10.333,3.0,84.62
721,0,10.348,3.0,83.81
722,0,10.3615,2.0,14.32855952
723,0,10.363,3.0,84.4
724,0,10.378,3.0,83.7
725,0,10.394,3.0,88.35
726,0,10.409,3.0,94.18
727,0,10.424,3.0,96.09
728,0,10.439,3.0,93.54
729,0,10.455,3.0,96.77
730,0,10.47,3.0,97.39
731,0,10.485,3.0,95.19
732,0,10.5,3.0,96.6
733,0,10.516,3.0,104.8
734,0,10.531,3.0,87.9
735,0,10.546,3.0,86.95
736,0,10.561,3.0,95.47
737,0,10.576,3.0,89.24
738,0,10.592,3.0,96.62
739,0,10.607,3.0,101.81
740,0,10.622,3.0,93.9
741,0,10.637,3.0,91.95
742,0,10.653,3.0,91.48
743,0,10.66625,2.0,770.9930007
744,0,10.668,3.0,86.74
745,0,10.683,3.0,91.87
746,0,10.698,3.0,95.43
747,0,10.714,3.0,90.22
748,0,10.729,3.0,87.11
749,0,10.744,3.0,89.55
750,0,10.759,3.0,89.28
751,0,10.775,3.0,97.14
752,0,10.79,3.0,90.57
753,0,10.805,3.0,82.78
754,0,10.82,3.0,89.89
755,0,10.836,3.0,95.95
756,0,10.851,3.0,98.47
757,0,10.866,3.0,106.24
758,0,10.881,3.0,104.12
759,0,10.897,3.0,100.56
760,0,10.912,3.0,103.28
761,0,10.927,3.0,103.14
762,0,10.942,3.0,113.07
763,0,10.957,3.0,114.03
764,0,10.971,2.0,19.96754351
765,0,10.973,3.0,113.02
766,0,10.988,3.0,106.01
767,0,11.003,3.0,105.5
768,0,11.018,3.0,101.75
769,0,11.034,3.0,99.38
770,0,11.049,3.0,101.69
771,0,11.064,3.0,115.84
772,0,11.079,3.0,100.92
773,0,11.095,3.0,89.96
774,0,11.11,3.0,92.48
775,0,11.125,3.0,98.24
776,0,11.14,3.0,94.12
777,0,11.156,3.0,94.06
778,0,11.171,3.0,103.53
779,0,11.186,3.0,94.77
780,0,11.201,3.0,92.88
781,0,11.217,3.0,105.44
782,0,11.232,3.0,99.72
783,0,11.247,3.0,97.86
784,0,11.262,3.0,103.43
785,0,11.27575,2.0,56.57442223
786,0,11.278,3.0,100.72
787,0,11.293,3.0,98.36
788,0,11.308,3.0,94.18
789,0,11.323,3.0,95.09
790,0,11.338,3.0,92.54
791,0,11.354,3.0,91.77
792,0,11.369,3.0,85.89
793,0,11.384,3.0,79.44
794,0,11.399,3.0,85.72
795,0,11.415,3.0,83.36
796,0,11.43,3.0,88.18
797,0,11.445,3.0,84.09
798,0,11.46,3.0,89.05
799,0,11.476,3.0,93.02
800,0,11.491,3.0,92.51
801,0,11.506,3.0,94.26
802,0,11.521,3.0,86.63
803,0,11.537,3.0,88.31
804,0,11.552,3.0,85.66
805,0,11.567,3.0,85.33
806,0,11.5805,2.0,31.61657448
807,0,11.582,3.0,85.66
808,0,11.598,3.0,91.33
809,0,11.613,3.0,84.17
810,0,11.628,3.0,81.58
811,0,11.643,3.0,88.79
812,0,11.659,3.0,99.9
813,0,11.674,3.0,91.95
814,0,11.689,3.0,86.97
815,0,11.704,3.0,88.99
816,0,11.719,3.0,90.99
817,0,11.735,3.0,91.5
818,0,11.75,3.0,93.25
819,0,11.765,3.0,104.12
820,0,11.78,3.0,113.56
821,0,11.796,3.0,96.78
822,0,11.811,3.0,80.39
823,0,11.826,3.0,84.2
824,0,11.841,3.0,99.6
825,0,11.857,3.0,98.3
826,0,11.872,3.0,84.65
827,0,11.88525,2.0,16.62537395
828,0,11.887,3.0,87.32
829,0,11.902,3.0,106.66
830,0,11.918,3.0,86.33
831,0,11.933,3.0,79.67
832,0,11.948,3.0,96.33
833,0,11.963,3.0,88.17
834,0,11.979,3.0,91.58
835,0,11.994,3.0,86.29
836,0,12.009,3.0,88.65
837,0,12.024,3.0,89.82
838,0,12.04,3.0,102.91
839,0,12.055,3.0,94.96
840,0,12.07,3.0,85.48
841,0,12.085,3.0,92.74
842,0,12.1,3.0,88.37
843,0,12.116,3.0,87.18
844,0,12.131,3.0,86.59
845,0,12.146,3.0,94.3
846,0,12.161,3.0,100.15
847,0,12.177,3.0,97.57
848,0,12.19,2.0,112.2488219
849,0,12.192,3.0,89.79
850,0,12.207,3.0,89.89
851,0,12.222,3.0,86.95
852,0,12.238,3.0,82.97
853,0,12.253,3.0,93.49
854,0,12.268,3.0,98.74
855,0,12.283,3.0,95.87
856,0,12.299,3.0,91.94
857,0,12.314,3.0,90.97
858,0,12.329,3.0,94.98
859,0,12.344,3.0,90.49
860,0,12.36,3.0,92.75
861,0,12.375,3.0,91.87
