ID,DrillID,Depth,TestsTypeID,Value
2059,5,0.96,3.0,6.78
2060,5,0.975,3.0,6.39
2061,5,0.991,3.0,9.2
2062,5,1.006,3.0,5.6
2063,5,1.021,3.0,3.8
2064,5,1.036,3.0,2.4
2065,5,1.052,3.0,1.7
2066,5,1.067,3.0,4.85
2067,5,1.082,3.0,8.92
2068,5,1.097,3.0,10.46
2069,5,1.113,3.0,11.23
2070,5,1.12,0.0,0.00013874
2071,5,1.128,3.0,12.12
2072,5,1.143,3.0,9.56
2073,5,1.158,3.0,7.78
2074,5,1.173,3.0,6.89
2075,5,1.189,3.0,6.44
2076,5,1.204,3.0,6.22
2077,5,1.219,2.0,120.5538714
2078,5,1.219,3.0,7.11
2079,5,1.234,3.0,8.06
2080,5,1.25,3.0,7.53
2081,5,1.265,3.0,8.26
2082,5,1.28,3.0,6.13
2083,5,1.295,3.0,4.07
2084,5,1.311,3.0,4.03
2085,5,1.326,3.0,5.02
2086,5,1.341,3.0,4.51
2087,5,1.356,3.0,4.25
2088,5,1.372,3.0,5.63
2089,5,1.387,3.0,5.31
2090,5,1.402,3.0,4.66
2091,5,1.417,3.0,4.33
2092,5,1.433,3.0,4.16
2093,5,1.448,3.0,4.58
2094,5,1.463,3.0,4.79
2095,5,1.478,3.0,4.9
2096,5,1.494,3.0,4.95
2097,5,1.509,3.0,5.97
2098,5,1.52375,2.0,68.40894208
2099,5,1.524,3.0,12.99
2100,5,1.539,3.0,58.49
2101,5,1.554,3.0,33.25
2102,5,1.57,3.0,19.12
2103,5,1.585,3.0,14.56
2104,5,1.6,3.0,11.28
2105,5,1.615,3.0,9.14
2106,5,1.631,3.0,12.07
2107,5,1.646,3.0,12.54
2108,5,1.66,0.0,0.000299448
2109,5,1.661,3.0,10.77
2110,5,1.676,3.0,16.38
2111,5,1.692,3.0,13.19
2112,5,1.707,3.0,9.6
2113,5,1.722,3.0,20.8
2114,5,1.737,3.0,17.4
2115,5,1.753,3.0,9.7
2116,5,1.768,3.0,6.35
2117,5,1.783,3.0,4.17
2118,5,1.798,3.0,4.59
2119,5,1.814,3.0,3.79
2120,5,1.8285,2.0,57.8595782
2121,5,1.829,3.0,3.9
2122,5,1.844,3.0,6.95
2123,5,1.859,3.0,5.47
2124,5,1.875,3.0,3.74
2125,5,1.89,3.0,4.37
2126,5,1.905,3.0,6.68
2127,5,1.92,3.0,6.34
2128,5,1.935,3.0,7.17
2129,5,1.951,3.0,11.59
2130,5,1.966,3.0,12.29
2131,5,1.981,3.0,15.15
2132,5,1.996,3.0,17.57
2133,5,2.012,3.0,18.79
2134,5,2.027,3.0,19.89
2135,5,2.042,3.0,20.45
2136,5,2.057,3.0,20.72
2137,5,2.073,3.0,20.86
2138,5,2.088,3.0,20.93
2139,5,2.103,3.0,22.97
2140,5,2.118,3.0,22.48
2141,5,2.13325,2.0,110.6869185
2142,5,2.134,3.0,26.74
2143,5,2.149,3.0,24.87
2144,5,2.164,3.0,21.94
2145,5,2.17,0.0,5.78e-06
2146,5,2.179,3.0,23.97
2147,5,2.195,3.0,21.98
2148,5,2.21,3.0,22.49
2149,5,2.225,3.0,24.75
2150,5,2.24,3.0,24.87
2151,5,2.256,3.0,29.44
2152,5,2.271,3.0,32.72
2153,5,2.286,3.0,34.86
2154,5,2.301,3.0,37.93
2155,5,2.316,3.0,37.46
2156,5,2.332,3.0,37.23
2157,5,2.347,3.0,38.12
2158,5,2.362,3.0,38.06
2159,5,2.377,3.0,37.03
2160,5,2.393,3.0,37.51
2161,5,2.408,3.0,37.26
2162,5,2.423,3.0,38.63
2163,5,2.438,3.0,36.31
2164,5,2.438,2.0,85.09735388
2165,5,2.454,3.0,32.16
2166,5,2.469,3.0,28.58
2167,5,2.484,3.0,26.79
2168,5,2.499,3.0,22.39
2169,5,2.515,3.0,19.7
2170,5,2.53,3.0,19.85
2171,5,2.545,3.0,17.92
2172,5,2.56,3.0,18.96
2173,5,2.576,3.0,19.98
2174,5,2.591,3.0,23.49
2175,5,2.606,3.0,26.75
2176,5,2.621,3.0,28.87
2177,5,2.637,3.0,28.44
2178,5,2.652,3.0,28.72
2179,5,2.66,0.0,3.2e-05
2180,5,2.667,3.0,27.36
2181,5,2.682,3.0,25.18
2182,5,2.697,3.0,24.09
2183,5,2.713,3.0,25.04
2184,5,2.728,3.0,27.52
2185,5,2.74275,2.0,0.902038607
2186,5,2.743,3.0,27.76
2187,5,2.758,3.0,28.38
2188,5,2.774,3.0,28.19
2189,5,2.789,3.0,27.1
2190,5,2.804,3.0,27.55
2191,5,2.819,3.0,28.27
2192,5,2.835,3.0,26.14
2193,5,2.85,3.0,23.57
2194,5,2.865,3.0,22.28
2195,5,2.88,3.0,19.64
2196,5,2.896,3.0,17.82
2197,5,2.9,0.0,7.93e-05
2198,5,2.911,3.0,17.41
2199,5,2.926,3.0,17.71
2200,5,2.941,3.0,13.35
2201,5,2.957,3.0,11.68
2202,5,2.972,3.0,14.34
2203,5,2.987,3.0,9.17
2204,5,3.002,3.0,6.58
2205,5,3.018,3.0,5.79
2206,5,3.033,3.0,5.9
2207,5,3.0475,2.0,50.59675976
2208,5,3.048,3.0,4.45
2209,5,3.063,3.0,5.72
2210,5,3.078,3.0,16.86
2211,5,3.094,3.0,11.43
2212,5,3.109,3.0,8.72
2213,5,3.124,3.0,12.36
2214,5,3.139,3.0,13.68
2215,5,3.14,0.0,7.34e-05
2216,5,3.155,3.0,13.34
2217,5,3.17,3.0,11.17
2218,5,3.185,3.0,15.58
2219,5,3.2,3.0,17.79
2220,5,3.216,3.0,11.4
2221,5,3.231,3.0,9.7
2222,5,3.246,3.0,6.35
2223,5,3.261,3.0,5.67
2224,5,3.277,3.0,7.34
2225,5,3.292,3.0,7.17
2226,5,3.307,3.0,8.58
2227,5,3.322,3.0,7.79
2228,5,3.338,3.0,7.4
2229,5,3.35225,2.0,41.51236313
2230,5,3.353,3.0,7.2
2231,5,3.368,3.0,7.1
2232,5,3.383,3.0,6.05
2233,5,3.399,3.0,5.02
2234,5,3.414,3.0,4.51
2235,5,3.429,3.0,4.76
2236,5,3.444,3.0,3.88
2237,5,3.459,3.0,3.44
2238,5,3.46,0.0,0.000754913
2239,5,3.475,3.0,3.72
2240,5,3.49,3.0,3.36
2241,5,3.505,3.0,2.68
2242,5,3.52,3.0,2.84
2243,5,3.536,3.0,2.42
2244,5,3.551,3.0,2.71
2245,5,3.566,3.0,2.35
2246,5,3.581,3.0,2.18
2247,5,3.597,3.0,2.59
2248,5,3.612,3.0,2.79
2249,5,3.627,3.0,2.4
2250,5,3.642,3.0,3.2
2251,5,3.657,2.0,85.3856691
2252,5,3.658,3.0,3.6
2253,5,3.673,3.0,3.8
2254,5,3.688,3.0,3.4
2255,5,3.703,3.0,3.2
2256,5,3.719,3.0,3.1
2257,5,3.734,3.0,7.55
2258,5,3.749,3.0,4.77
2259,5,3.764,3.0,3.39
2260,5,3.78,3.0,3.19
2261,5,3.795,3.0,3.1
2262,5,3.81,3.0,3.05
2263,5,3.825,3.0,2.52
2264,5,3.84,3.0,2.76
2265,5,3.856,3.0,2.88
2266,5,3.871,3.0,2.44
2267,5,3.886,3.0,2.22
2268,5,3.901,3.0,2.11
2269,5,3.917,3.0,2.06
2270,5,3.932,3.0,2.53
2271,5,3.947,3.0,2.76
2272,5,3.96175,2.0,189.5655006
2273,5,3.962,3.0,2.88
2274,5,3.978,3.0,2.44
2275,5,3.993,3.0,2.22
2276,5,4.008,3.0,2.61
2277,5,4.023,3.0,2.81
2278,5,4.039,3.0,2.4
2279,5,4.054,3.0,2.2
2280,5,4.069,3.0,2.1
2281,5,4.084,3.0,2.55
2282,5,4.1,3.0,3.28
2283,5,4.115,3.0,3.14
2284,5,4.13,3.0,3.57
2285,5,4.145,3.0,3.78
2286,5,4.161,3.0,3.39
2287,5,4.17,0.0,0.001504229
2288,5,4.176,3.0,3.2
2289,5,4.191,3.0,2.6
2290,5,4.206,3.0,2.8
2291,5,4.221,3.0,3.4
2292,5,4.237,3.0,4.2
2293,5,4.252,3.0,3.6
2294,5,4.2665,2.0,50.47454328
2295,5,4.267,3.0,3.3
2296,5,4.282,3.0,3.15
2297,5,4.298,3.0,3.57
2298,5,4.313,3.0,3.29
2299,5,4.328,3.0,2.64
2300,5,4.343,3.0,2.82
2301,5,4.359,3.0,3.41
2302,5,4.374,3.0,3.21
2303,5,4.389,3.0,3.1
2304,5,4.404,3.0,3.05
2305,5,4.42,3.0,3.03
2306,5,4.435,3.0,3.01
2307,5,4.45,3.0,3.01
2308,5,4.465,3.0,2.5
2309,5,4.481,3.0,2.75
2310,5,4.496,3.0,2.88
2311,5,4.511,3.0,2.94
2312,5,4.526,3.0,2.47
2313,5,4.542,3.0,2.73
2314,5,4.557,3.0,2.87
2315,5,4.57125,2.0,396.8758028
2316,5,4.572,3.0,2.93
2317,5,4.587,3.0,2.97
2318,5,4.602,3.0,3.48
2319,5,4.618,3.0,3.24
2320,5,4.633,3.0,2.62
2321,5,4.648,3.0,2.81
2322,5,4.663,3.0,2.91
2323,5,4.679,3.0,3.45
2324,5,4.694,3.0,3.23
2325,5,4.709,3.0,3.61
2326,5,4.724,3.0,3.31
2327,5,4.73,0.0,0.000505988
2328,5,4.74,3.0,3.65
2329,5,4.755,3.0,3.33
2330,5,4.77,3.0,3.16
2331,5,4.785,3.0,3.08
2332,5,4.801,3.0,2.54
2333,5,4.81,0.0,0.000671784
2334,5,4.816,3.0,2.27
2335,5,4.831,3.0,3.14
2336,5,4.846,3.0,3.07
2337,5,4.862,3.0,2.53
2338,5,4.876,2.0,419.7970022
2339,5,4.877,3.0,3.77
2340,5,4.892,3.0,5.38
2341,5,4.907,3.0,6.19
2342,5,4.91,0.0,0.000645505
2343,5,4.923,3.0,4.6
2344,5,4.938,3.0,3.8
2345,5,4.953,3.0,3.4
2346,5,4.968,3.0,3.7
2347,5,4.983,3.0,4.35
2348,5,4.999,3.0,4.17
2349,5,5.014,3.0,4.09
2350,5,5.029,3.0,4.04
2351,5,5.044,3.0,4.02
2352,5,5.06,3.0,3.51
2353,5,5.075,3.0,3.76
2354,5,5.09,3.0,3.38
2355,5,5.105,3.0,3.19
2356,5,5.121,3.0,3.59
2357,5,5.136,3.0,3.3
2358,5,5.151,3.0,3.65
2359,5,5.166,3.0,3.82
2360,5,5.18075,2.0,180.6489162
2361,5,5.182,3.0,3.41
2362,5,5.197,3.0,3.71
2363,5,5.212,3.0,4.35
2364,5,5.227,3.0,4.18
2365,5,5.243,3.0,3.59
2366,5,5.258,3.0,3.79
2367,5,5.273,3.0,3.9
2368,5,5.288,3.0,3.95
2369,5,5.304,3.0,3.97
2370,5,5.319,3.0,4.49
2371,5,5.334,3.0,4.74
2372,5,5.349,3.0,4.37
2373,5,5.364,3.0,3.69
2374,5,5.38,3.0,4.34
2375,5,5.395,3.0,4.17
2376,5,5.41,3.0,4.09
2377,5,5.425,3.0,4.54
2378,5,5.441,3.0,3.77
2379,5,5.456,3.0,3.89
2380,5,5.471,3.0,3.94
2381,5,5.4855,2.0,352.9986444
2382,5,5.486,3.0,3.97
2383,5,5.502,3.0,4.49
2384,5,5.517,3.0,4.74
2385,5,5.52,0.0,0.001209903
2386,5,5.532,3.0,4.37
2387,5,5.547,3.0,4.69
2388,5,5.563,3.0,3.84
2389,5,5.578,3.0,3.42
2390,5,5.593,3.0,3.21
2391,5,5.608,3.0,3.11
2392,5,5.624,3.0,3.55
2393,5,5.639,3.0,3.28
2394,5,5.654,3.0,4.14
2395,5,5.669,3.0,4.57
2396,5,5.685,3.0,4.78
2397,5,5.7,3.0,4.39
2398,5,5.715,3.0,4.7
2399,5,5.73,3.0,4.35
2400,5,5.745,3.0,3.67
2401,5,5.761,3.0,3.34
2402,5,5.776,3.0,4.17
2403,5,5.79025,2.0,535.185644
2404,5,5.791,3.0,3.58
2405,5,5.806,3.0,3.29
2406,5,5.822,3.0,4.15
2407,5,5.837,3.0,4.57
2408,5,5.852,3.0,4.29
2409,5,5.867,3.0,4.64
2410,5,5.883,3.0,4.32
2411,5,5.898,3.0,4.66
2412,5,5.913,3.0,4.33
2413,5,5.928,3.0,4.17
2414,5,5.944,3.0,4.08
2415,5,5.959,3.0,3.54
2416,5,5.974,3.0,3.27
2417,5,5.989,3.0,3.14
2418,5,6.005,3.0,3.07
2419,5,6.02,3.0,3.03
2420,5,6.035,3.0,4.02
2421,5,6.05,3.0,4.01
2422,5,6.066,3.0,3.5
2423,5,6.081,3.0,3.25
2424,5,6.095,2.0,621.6303929
2425,5,6.096,3.0,3.13
2426,5,6.111,3.0,3.56
2427,5,6.126,3.0,3.78
2428,5,6.142,3.0,3.39
2429,5,6.157,3.0,3.2
2430,5,6.172,3.0,3.1
2431,5,6.187,3.0,3.05
2432,5,6.203,3.0,4.02
2433,5,6.218,3.0,4.01
2434,5,6.233,3.0,3.01
2435,5,6.248,3.0,3.5
2436,5,6.264,3.0,3.25
2437,5,6.279,3.0,4.13
2438,5,6.294,3.0,4.06
2439,5,6.309,3.0,4.03
2440,5,6.325,3.0,4.02
2441,5,6.34,3.0,4.01
2442,5,6.355,3.0,3.5
2443,5,6.37,3.0,3.75
2444,5,6.386,3.0,3.38
2445,5,6.39975,2.0,533.7860494
2446,5,6.4,0.0,0.002805243
2447,5,6.401,3.0,3.69
2448,5,6.416,3.0,4.34
2449,5,6.431,3.0,3.17
2450,5,6.447,3.0,3.09
2451,5,6.462,3.0,3.54
2452,5,6.477,3.0,3.77
2453,5,6.492,3.0,3.39
2454,5,6.507,3.0,3.19
2455,5,6.523,3.0,3.6
2456,5,6.538,3.0,3.8
2457,5,6.553,3.0,3.9
2458,5,6.568,3.0,3.95
2459,5,6.584,3.0,3.97
2460,5,6.599,3.0,3.49
2461,5,6.614,3.0,3.24
2462,5,6.629,3.0,3.62
2463,5,6.645,3.0,3.81
2464,5,6.66,3.0,3.91
2465,5,6.675,3.0,3.45
2466,5,6.69,3.0,3.73
2467,5,6.7045,2.0,547.6277859
2468,5,6.706,3.0,3.36
2469,5,6.721,3.0,3.68
2470,5,6.736,3.0,3.34
2471,5,6.751,3.0,3.67
2472,5,6.767,3.0,3.84
2473,5,6.782,3.0,3.42
2474,5,6.797,3.0,3.71
2475,5,6.812,3.0,3.35
2476,5,6.828,3.0,3.18
2477,5,6.843,3.0,3.59
2478,5,6.858,3.0,3.79
2479,5,6.873,3.0,3.9
2480,5,6.888,3.0,3.95
2481,5,6.904,3.0,3.47
2482,5,6.919,3.0,3.24
2483,5,6.934,3.0,3.62
2484,5,6.949,3.0,4.31
2485,5,6.965,3.0,3.65
2486,5,6.98,3.0,3.83
2487,5,6.995,3.0,3.41
2488,5,7.00925,2.0,864.1433507
2489,5,7.01,3.0,3.71
2490,5,7.026,3.0,4.35
2491,5,7.041,3.0,3.68
2492,5,7.056,3.0,3.34
2493,5,7.071,3.0,3.67
2494,5,7.087,3.0,3.83
2495,5,7.102,3.0,3.42
2496,5,7.117,3.0,4.21
2497,5,7.132,3.0,3.6
2498,5,7.148,3.0,3.3
2499,5,7.163,3.0,3.15
2500,5,7.178,3.0,3.58
2501,5,7.193,3.0,3.79
2502,5,7.208,3.0,3.39
2503,5,7.224,3.0,3.2
2504,5,7.239,3.0,4.6
2505,5,7.254,3.0,4.8
2506,5,7.269,3.0,4.9
2507,5,7.285,3.0,4.95
2508,5,7.3,3.0,5.97
2509,5,7.314,2.0,16.21302278
2510,5,7.315,3.0,4.99
2511,5,7.33,3.0,4.49
2512,5,7.346,3.0,4.75
2513,5,7.361,3.0,4.37
2514,5,7.376,3.0,4.19
2515,5,7.391,3.0,4.09
2516,5,7.407,3.0,4.55
2517,5,7.422,3.0,3.77
2518,5,7.437,3.0,3.89
2519,5,7.452,3.0,4.44
2520,5,7.468,3.0,4.22
2521,5,7.483,3.0,4.61
2522,5,7.498,3.0,3.81
2523,5,7.513,3.0,3.4
2524,5,7.529,3.0,3.7
2525,5,7.544,3.0,3.35
2526,5,7.559,3.0,3.18
2527,5,7.574,3.0,4.59
2528,5,7.589,3.0,4.79
2529,5,7.605,3.0,4.4
2530,5,7.61875,2.0,2.633659396
2531,5,7.62,3.0,4.7
2532,5,7.635,3.0,3.85
2533,5,7.65,3.0,3.42
2534,5,7.666,3.0,3.21
2535,5,7.681,3.0,3.61
2536,5,7.696,3.0,3.3
2537,5,7.711,3.0,2.65
2538,5,7.727,3.0,2.83
2539,5,7.742,3.0,2.91
2540,5,7.757,3.0,3.46
2541,5,7.772,3.0,3.73
2542,5,7.788,3.0,3.86
2543,5,7.803,3.0,4.93
2544,5,7.818,3.0,4.97
2545,5,7.833,3.0,4.48
2546,5,7.849,3.0,4.74
2547,5,7.864,3.0,5.37
2548,5,7.879,3.0,6.19
2549,5,7.894,3.0,5.09
2550,5,7.91,3.0,4.55
2551,5,7.9235,2.0,3.045717374
2552,5,7.925,3.0,3.77
2553,5,7.94,3.0,3.89
2554,5,7.955,3.0,3.94
2555,5,7.97,3.0,3.97
2556,5,7.986,3.0,3.99
2557,5,8.001,3.0,4.49
2558,5,8.016,3.0,4.75
2559,5,8.031,3.0,3.37
2560,5,8.047,3.0,3.69
2561,5,8.062,3.0,3.84
2562,5,8.077,3.0,3.42
2563,5,8.092,3.0,4.71
2564,5,8.108,3.0,5.36
2565,5,8.123,3.0,4.18
2566,5,8.138,3.0,3.09
2567,5,8.153,3.0,4.54
2568,5,8.169,3.0,8.27
2569,5,8.184,3.0,8.64
2570,5,8.199,3.0,9.32
2571,5,8.214,3.0,9.16
2572,5,8.22825,2.0,2.905303625
2573,5,8.23,3.0,8.58
2574,5,8.245,3.0,7.79
2575,5,8.26,3.0,6.39
2576,5,8.275,3.0,4.7
2577,5,8.291,3.0,4.85
2578,5,8.306,3.0,4.42
2579,5,8.321,3.0,3.71
2580,5,8.336,3.0,3.86
2581,5,8.351,3.0,3.93
2582,5,8.367,3.0,3.96
2583,5,8.382,3.0,3.48
2584,5,8.397,3.0,3.24
2585,5,8.412,3.0,3.12
2586,5,8.428,3.0,3.56
2587,5,8.443,3.0,3.28
2588,5,8.458,3.0,3.64
2589,5,8.473,3.0,3.32
2590,5,8.489,3.0,3.66
2591,5,8.504,3.0,3.33
2592,5,8.519,3.0,3.17
2593,5,8.533,2.0,3.147068141
2594,5,8.534,3.0,3.08
2595,5,8.55,3.0,3.04
2596,5,8.565,3.0,3.02
2597,5,8.58,3.0,3.01
2598,5,8.595,3.0,2.51
2599,5,8.611,3.0,2.75
2600,5,8.626,3.0,2.88
2601,5,8.641,3.0,2.94
2602,5,8.656,3.0,2.97
2603,5,8.672,3.0,3.48
2604,5,8.687,3.0,3.24
2605,5,8.702,3.0,2.62
2606,5,8.717,3.0,2.81
2607,5,8.732,3.0,3.41
2608,5,8.748,3.0,3.2
2609,5,8.763,3.0,3.1
2610,5,8.778,3.0,3.55
2611,5,8.793,3.0,3.78
2612,5,8.809,3.0,3.89
2613,5,8.824,3.0,4.94
2614,5,8.83775,2.0,2.499560789
2615,5,8.839,3.0,3.97
2616,5,8.854,3.0,3.99
2617,5,8.87,3.0,3.99
2618,5,8.885,3.0,3.5
2619,5,8.9,3.0,3.25
2620,5,8.915,3.0,3.12
2621,5,8.931,3.0,3.06
2622,5,8.946,3.0,3.03
2623,5,8.961,3.0,3.02
2624,5,8.976,3.0,3.01
2625,5,8.992,3.0,3.5
2626,5,9.007,3.0,3.25
2627,5,9.022,3.0,3.13
2628,5,9.037,3.0,2.56
2629,5,9.053,3.0,2.78
2630,5,9.068,3.0,2.39
2631,5,9.083,3.0,2.7
2632,5,9.098,3.0,2.85
2633,5,9.113,3.0,2.92
2634,5,9.129,3.0,2.96
2635,5,9.1425,2.0,14.30958513
2636,5,9.144,3.0,3.48
2637,5,9.159,3.0,3.74
2638,5,9.174,3.0,3.37
2639,5,9.19,3.0,4.19
2640,5,9.205,3.0,4.09
2641,5,9.22,3.0,4.05
2642,5,9.235,3.0,3.52
2643,5,9.251,3.0,3.26
2644,5,9.266,3.0,2.63
2645,5,9.281,3.0,2.82
2646,5,9.296,3.0,3.41
2647,5,9.312,3.0,3.7
2648,5,9.327,3.0,3.85
2649,5,9.342,3.0,3.93
2650,5,9.357,3.0,3.46
2651,5,9.373,3.0,2.73
2652,5,9.388,3.0,2.87
2653,5,9.403,3.0,3.43
2654,5,9.418,3.0,3.22
2655,5,9.434,3.0,3.61
2656,5,9.44725,2.0,43.33398692
2657,5,9.449,3.0,3.8
2658,5,9.464,3.0,3.9
2659,5,9.479,3.0,3.45
2660,5,9.494,3.0,3.73
2661,5,9.51,3.0,3.36
2662,5,9.525,3.0,3.68
2663,5,9.54,3.0,3.84
2664,5,9.555,3.0,3.42
2665,5,9.571,3.0,3.71
2666,5,9.586,3.0,4.36
2667,5,9.601,3.0,3.68
2668,5,9.616,3.0,3.84
2669,5,9.632,3.0,3.92
2670,5,9.647,3.0,3.96
2671,5,9.662,3.0,3.48
2672,5,9.677,3.0,3.74
2673,5,9.693,3.0,4.37
2674,5,9.708,3.0,3.68
2675,5,9.723,3.0,3.34
2676,5,9.738,3.0,3.67
2677,5,9.752,2.0,11.1022976
2678,5,9.754,3.0,4.84
2679,5,9.769,3.0,3.42
2680,5,9.784,3.0,2.71
2681,5,9.799,3.0,2.85
2682,5,9.814,3.0,2.43
2683,5,9.83,3.0,2.71
2684,5,9.845,3.0,2.36
2685,5,9.86,3.0,2.68
2686,5,9.875,3.0,2.84
2687,5,9.891,3.0,2.92
2688,5,9.906,3.0,2.46
2689,5,9.921,3.0,2.73
2690,5,9.936,3.0,2.36
2691,5,9.952,3.0,2.68
2692,5,9.967,3.0,2.34
2693,5,9.982,3.0,2.17
2694,5,9.997,3.0,2.59
2695,5,10.05675,2.0,5.732506897
2696,5,10.3615,2.0,4.655660208
2697,5,10.66625,2.0,3316.118027
2698,5,10.971,2.0,2675.822942
2699,5,11.27575,2.0,3591.525483
2700,5,11.5805,2.0,4060.224762
2701,5,11.88525,2.0,1703.256123
2702,5,12.19,2.0,4209.501338
2703,5,12.49475,2.0,4303.760485
2704,5,12.7995,2.0,4357.75709
2705,5,13.10425,2.0,3564.368522
2706,5,13.409,2.0,397.0799148
2707,5,13.71375,2.0,692.3302289
2708,5,14.0185,2.0,31.24673077
2709,7,0.0,3.0,0.5
2710,7,0.015,3.0,0.75
2711,7,0.03,3.0,0.88
2712,7,0.046,3.0,20.44
2713,7,0.061,3.0,34.72
2714,7,0.076,3.0,31.36
2715,7,0.091,3.0,23.68
2716,7,0.107,3.0,41.84
2717,7,0.122,3.0,75.92
2718,7,0.137,3.0,110.46
2719,7,0.152,3.0,137.73
2720,7,0.168,3.0,152.36
2721,7,0.183,3.0,148.68
2722,7,0.198,3.0,167.34
2723,7,0.213,3.0,178.17
2724,7,0.229,3.0,194.09
2725,7,0.244,3.0,188.04
2726,7,0.259,3.0,175.52
2727,7,0.274,3.0,176.76
2728,7,0.29,3.0,200.38
2729,7,0.305,3.0,214.69
2730,7,0.32,3.0,147.35
2731,7,0.335,3.0,128.67
2732,7,0.351,3.0,173.84
2733,7,0.366,3.0,179.92
2734,7,0.381,3.0,175.96
2735,7,0.396,3.0,209.98
2736,7,0.411,3.0,153.99
2737,7,0.427,3.0,105.99
2738,7,0.442,3.0,86.5
2739,7,0.457,3.0,111.25
2740,7,0.472,3.0,148.62
2741,7,0.488,3.0,136.81
2742,7,0.503,3.0,125.41
2743,7,0.518,3.0,112.7
2744,7,0.533,3.0,110.85
2745,7,0.549,3.0,106.43
2746,7,0.564,3.0,123.71
2747,7,0.579,3.0,125.86
2748,7,0.594,3.0,110.43
2749,7,0.6095,2.0,40.6189557
2750,7,0.61,3.0,110.21
2751,7,0.625,3.0,112.61
2752,7,0.64,3.0,160.3
2753,7,0.655,3.0,130.65
2754,7,0.671,3.0,129.33
2755,7,0.686,3.0,112.66
2756,7,0.701,3.0,113.83
2757,7,0.716,3.0,152.92
2758,7,0.732,3.0,158.96
2759,7,0.747,3.0,172.48
2760,7,0.762,3.0,171.24
2761,7,0.777,3.0,166.62
2762,7,0.792,3.0,163.81
2763,7,0.808,3.0,235.9
2764,7,0.823,3.0,148.95
2765,7,0.838,3.0,107.98
2766,7,0.853,3.0,137.99
2767,7,0.869,3.0,164.99
2768,7,0.884,3.0,239.5
2769,7,0.899,3.0,165.75
2770,7,0.914,3.0,162.37
2771,7,0.91425,2.0,79.55413626
2772,7,0.93,3.0,137.69
2773,7,0.945,3.0,134.84
2774,7,0.96,3.0,122.42
2775,7,0.975,3.0,112.71
2776,7,0.991,3.0,177.36
2777,7,1.006,3.0,191.18
2778,7,1.021,3.0,223.09
2779,7,1.036,3.0,191.04
2780,7,1.052,3.0,199.52
2781,7,1.067,3.0,199.76
2782,7,1.082,3.0,169.88
2783,7,1.097,3.0,146.94
2784,7,1.113,3.0,130.47
2785,7,1.128,3.0,83.74
2786,7,1.143,3.0,96.37
2787,7,1.158,3.0,172.18
2788,7,1.173,3.0,198.59
2789,7,1.189,3.0,256.3
2790,7,1.204,3.0,259.15
2791,7,1.219,2.0,108.6818594
2792,7,1.219,3.0,179.57
2793,7,1.234,3.0,145.79
2794,7,1.25,3.0,198.39
2795,7,1.265,3.0,157.7
2796,7,1.28,3.0,163.35
2797,7,1.295,3.0,156.67
2798,7,1.31,0.0,0.009252531
2799,7,1.311,3.0,196.34
2800,7,1.326,3.0,187.17
2801,7,1.341,3.0,132.58
2802,7,1.356,3.0,121.79
2803,7,1.372,3.0,134.4
2804,7,1.387,3.0,174.7
2805,7,1.402,3.0,131.85
2806,7,1.417,3.0,135.92
2807,7,1.433,3.0,136.46
2808,7,1.448,3.0,127.73
2809,7,1.463,3.0,151.37
2810,7,1.478,3.0,171.68
2811,7,1.49,0.0,0.000201915
2812,7,1.494,3.0,95.84
2813,7,1.509,3.0,62.92
2814,7,1.52375,2.0,125.6555403
2815,7,1.524,3.0,54.46
2816,7,1.539,3.0,48.73
2817,7,1.554,3.0,41.37
2818,7,1.57,3.0,36.68
2819,7,1.585,3.0,25.84
2820,7,1.6,3.0,52.42
2821,7,1.615,3.0,44.21
2822,7,1.631,3.0,49.61
2823,7,1.646,3.0,47.3
2824,7,1.661,3.0,83.65
2825,7,1.676,3.0,105.33
2826,7,1.692,3.0,73.66
2827,7,1.707,3.0,82.83
2828,7,1.722,3.0,52.42
2829,7,1.737,3.0,45.71
2830,7,1.753,3.0,36.35
2831,7,1.768,3.0,47.68
2832,7,1.783,3.0,40.34
2833,7,1.798,3.0,43.67
2834,7,1.814,3.0,28.33
2835,7,1.8285,2.0,148.3263463
2836,7,1.829,3.0,36.17
2837,7,1.844,3.0,34.58
2838,7,1.859,3.0,25.79
2839,7,1.875,3.0,30.4
2840,7,1.89,3.0,46.7
2841,7,1.905,3.0,35.85
2842,7,1.92,3.0,42.42
2843,7,1.935,3.0,59.71
2844,7,1.951,3.0,95.36
2845,7,1.966,3.0,108.18
2846,7,1.981,3.0,130.09
2847,7,1.99,0.0,0.000666784
2848,7,1.996,3.0,100.04
2849,7,2.012,3.0,93.52
2850,7,2.027,3.0,105.76
2851,7,2.042,3.0,88.38
2852,7,2.057,3.0,109.69
2853,7,2.073,3.0,132.35
2854,7,2.088,3.0,123.17
2855,7,2.103,3.0,113.59
2856,7,2.118,3.0,116.29
2857,7,2.13325,2.0,2.22296321
2858,7,2.134,3.0,103.65
2859,7,2.149,3.0,114.82
2860,7,2.164,3.0,113.91
2861,7,2.179,3.0,109.96
2862,7,2.195,3.0,152.98
2863,7,2.21,3.0,78.49
2864,7,2.225,3.0,104.74
2865,7,2.24,3.0,56.87
2866,7,2.256,3.0,76.94
2867,7,2.271,3.0,50.97
2868,7,2.286,3.0,39.48
2869,7,2.301,3.0,72.74
2870,7,2.316,3.0,91.37
