x,y,u,v
13.922639,50.965403,0.000453,0.001916
13.922639,50.965498,0.001143,0.001147
13.922639,50.965594,0.001309,0.000549
13.922783,50.964926,-0.001106,0.003726
13.922783,50.965021,-0.001255,0.003693
13.922783,50.965116,-0.001333,0.003651
13.922783,50.965212,-0.001283,0.003459
13.922783,50.965307,-0.000995,0.003117
13.922783,50.965403,-0.000642,0.002651
13.922783,50.965498,3.5e-05,0.001988
13.922783,50.965594,0.000596,0.001178
13.922783,50.965689,0.001178,0.000285
13.922783,50.965785,0.001206,-0.000684
13.922927,50.964926,-0.000958,0.003696
13.922927,50.965021,-0.000934,0.003666
13.922927,50.965116,-0.000958,0.003579
13.922927,50.965212,-0.000992,0.003476
13.922927,50.965307,-0.000938,0.003326
13.922927,50.965403,-0.000755,0.002946
13.922927,50.965498,-0.000449,0.002385
13.922927,50.965594,-5.3e-05,0.001693
13.922927,50.965689,0.000264,0.000537
13.922927,50.965785,0.00012,-0.000618
13.922927,50.96588,0.000494,-0.000737
13.92307,50.964926,-0.000903,0.003757
13.92307,50.965021,-0.000833,0.003694
13.92307,50.965116,-0.000795,0.003593
13.92307,50.965212,-0.000721,0.003479
13.92307,50.965307,-0.000692,0.003355
13.92307,50.965403,-0.000609,0.00314
13.92307,50.965498,-0.000387,0.00269
13.92307,50.965594,-0.000225,0.001891
13.92307,50.965689,-0.000258,0.000459
13.92307,50.965785,-0.000283,-0.000454
13.92307,50.96588,8.6e-05,-0.000352
13.923214,50.964926,-0.000934,0.003826
13.923214,50.965021,-0.000864,0.003775
13.923214,50.965116,-0.000765,0.003692
13.923214,50.965212,-0.000621,0.003579
13.923214,50.965307,-0.000513,0.003438
13.923214,50.965403,-0.000389,0.003251
13.923214,50.965498,-0.000215,0.002769
13.923214,50.965594,-0.000245,0.001822
13.923214,50.965689,-0.000507,0.00048
13.923214,50.965785,-0.000442,-0.000275
13.923214,50.96588,-0.000262,-0.000185
13.923214,50.965975,-9.2e-05,-7.4e-05
13.923357,50.965021,-0.000833,0.003862
13.923357,50.965116,-0.000703,0.003836
13.923357,50.965212,-0.000607,0.003731
13.923357,50.965307,-0.000427,0.003587
13.923357,50.965403,-0.000217,0.003438
13.923357,50.965498,-3.4e-05,0.002833
13.923357,50.965594,7.2e-05,0.001599
13.923357,50.965689,-0.000189,0.000262
13.923357,50.965785,-0.000927,-0.00021
13.923357,50.96588,-0.00131,-2e-06
13.923357,50.965975,-0.000519,0.000103
13.923357,50.966071,-3.7e-05,0.000143
13.923501,50.965021,-0.000823,0.004014
13.923501,50.965116,-0.000664,0.003918
13.923501,50.965212,-0.000479,0.003855
13.923501,50.965307,-0.000245,0.003827
13.923501,50.965403,-4.3e-05,0.003644
13.923501,50.965498,0.000115,0.003057
13.923501,50.965594,0.000469,0.001667
13.923501,50.965689,0.000599,-0.000519
13.923501,50.965785,-0.000742,-0.001395
13.923501,50.96588,-0.002654,0.000223
13.923501,50.965975,-0.001209,0.001199
13.923501,50.966071,-0.000322,0.000927
13.923645,50.965021,-0.000782,0.00415
13.923645,50.965116,-0.000517,0.00418
13.923645,50.965212,-0.0002,0.00415
13.923645,50.965307,5e-06,0.004022
13.923645,50.965403,9.4e-05,0.003797
13.923645,50.965498,0.00018,0.003346
13.923645,50.965594,0.000544,0.002084
13.923645,50.965689,0.001157,-0.000949
13.923645,50.965785,4e-05,-0.003463
13.923645,50.96588,-0.002855,-0.000469
13.923645,50.965975,-0.001631,0.002435
13.923788,50.965021,-0.000778,0.004502
13.923788,50.965116,-0.000483,0.0045
13.923788,50.965212,-0.000301,0.004376
13.923788,50.965307,-0.000178,0.004121
13.923788,50.965403,-0.000116,0.003819
13.923788,50.965498,-0.00017,0.003508
13.923788,50.965594,-0.000368,0.002644
13.923788,50.965689,0.000804,-0.001023
13.923788,50.965785,0.00035,-0.005407
13.923788,50.96588,-0.00119,-0.001448
13.923932,50.965116,-0.000651,0.004656
13.923932,50.965212,-0.000519,0.004455
13.923932,50.965307,-0.000476,0.004208
13.923932,50.965403,-0.000505,0.003805
13.923932,50.965498,-0.000682,0.003094
13.923932,50.965594,-0.001151,0.003058
13.923932,50.965689,-0.000871,-0.000231
13.923932,50.965785,-0.002596,-0.005457
13.923932,50.96588,-0.001486,-0.001742
13.924075,50.965116,-0.000857,0.004912
13.924075,50.965212,-0.000571,0.00455
13.924075,50.965307,-0.000426,0.004135
13.924075,50.965403,-0.000468,0.003613
13.924075,50.965498,-0.000685,0.002862
13.924075,50.965594,-0.000968,0.002456
13.924075,50.965689,-0.003298,-0.002468
13.924075,50.965785,-0.005165,-0.006023
13.924075,50.96588,-0.002396,0.001418
13.924219,50.965116,-0.001197,0.005227
13.924219,50.965212,-0.001,0.004886
13.924219,50.965307,-0.000828,0.004311
13.924219,50.965403,-0.00073,0.003546
13.924219,50.965498,-0.000752,0.002593
13.924219,50.965594,-0.000813,0.000445
13.924219,50.965689,-0.004358,-0.004428
13.924219,50.965785,-0.004207,-0.004555
13.924363,50.965116,-0.00137,0.005237
13.924363,50.965212,-0.001351,0.00492
13.924363,50.965307,-0.001287,0.004406
13.924363,50.965403,-0.001166,0.003689
13.924363,50.965498,-0.001006,0.002779
13.924363,50.965594,-0.001117,-0.00115
13.924363,50.965689,-0.004391,-0.005863
13.924363,50.965785,-0.003082,-0.001782
13.924506,50.965212,-0.00136,0.004968
13.924506,50.965307,-0.001292,0.004496
13.924506,50.965403,-0.001182,0.003827
13.924506,50.965498,-0.001031,0.002642
13.924506,50.965594,-0.00237,-0.00294
13.924506,50.965689,-0.004402,-0.006393
13.924506,50.965785,-0.001945,0.002118
13.92465,50.965212,-0.001365,0.005017
13.92465,50.965307,-0.001297,0.004584
13.92465,50.965403,-0.001203,0.00395
13.92465,50.965498,-0.001053,0.001591
13.92465,50.965594,-0.003848,-0.00452
13.92465,50.965689,-0.00371,-0.005437
13.924793,50.965212,-0.001362,0.005053
13.924793,50.965307,-0.001311,0.004658
13.924793,50.965403,-0.001216,0.004071
13.924793,50.965498,-0.001419,-4e-06
13.924793,50.965594,-0.004537,-0.005597
13.924793,50.965689,-0.002759,-0.002905
13.924937,50.965212,-0.001356,0.00508
13.924937,50.965307,-0.001312,0.004729
13.924937,50.965403,-0.001224,0.003841
13.924937,50.965498,-0.002417,-0.00173
13.924937,50.965594,-0.004261,-0.00586
13.924937,50.965689,-0.001583,0.001786
13.92508,50.965307,-0.001313,0.004791
13.92508,50.965403,-0.001238,0.002966
13.92508,50.965498,-0.003532,-0.003041
13.92508,50.965594,-0.003122,-0.004763
13.925224,50.965307,-0.00132,0.004844
13.925224,50.965403,-0.001593,0.001623
13.925224,50.965498,-0.004037,-0.003614
13.925224,50.965594,-0.002146,-0.002723
13.925368,50.965307,-0.001318,0.004544
13.925368,50.965403,-0.002124,0.000249
13.925368,50.965498,-0.003316,-0.003594
13.925368,50.965594,-0.001167,0.00123
13.925511,50.965307,-0.001326,0.004057
13.925511,50.965403,-0.002506,-0.000376
13.925511,50.965498,-0.002105,-0.002656
13.925655,50.965403,-0.002616,-0.00053
13.925655,50.965498,-0.001474,-0.001278
13.925798,50.965403,-0.001848,-0.000361
13.925798,50.965498,-0.000711,0.000849
13.925942,50.965403,-0.001019,0.00024
13.926086,50.965403,-0.000749,0.000834
13.922352,50.964836,0.000432,-0.001675
13.922496,50.964836,0.000432,-0.001675
13.922496,50.964933,0.000432,-0.001675
13.922639,50.964836,0.000432,-0.001675
13.922639,50.964933,0.000432,-0.001675
13.922639,50.96503,0.000432,-0.001675
13.922783,50.964933,0.000432,-0.001675
13.922783,50.96503,0.000432,-0.001675
13.922783,50.965127,0.000432,-0.001675
13.922927,50.964933,0.000432,-0.001675
13.922927,50.96503,0.000432,-0.001675
13.922927,50.965127,0.000432,-0.001675
13.922927,50.965225,0.000432,-0.001675
13.92307,50.964933,0.000432,-0.001675
13.92307,50.96503,0.000432,-0.001675
13.92307,50.965127,0.000432,-0.001675
13.92307,50.965225,0.000432,-0.001675
13.92307,50.965322,0.000432,-0.001675
13.923214,50.964933,0.000432,-0.001675
13.923214,50.96503,0.000432,-0.001675
13.923214,50.965127,0.000432,-0.001675
13.923214,50.965225,0.000432,-0.001675
13.923214,50.965322,0.000432,-0.001675
13.923214,50.965419,0.000432,-0.001675
13.923357,50.96503,0.000432,-0.001675
13.923357,50.965127,0.000432,-0.001675
13.923357,50.965225,0.000432,-0.001675
13.923357,50.965322,0.000432,-0.001675
13.923357,50.965419,0.000432,-0.001675
13.923357,50.965516,0.000432,-0.001675
13.923501,50.96503,0.000432,-0.001675
13.923501,50.965127,0.000432,-0.001675
13.923501,50.965225,0.000432,-0.001675
13.923501,50.965322,0.000432,-0.001675
13.923501,50.965419,0.000432,-0.001675
13.923501,50.965516,0.000432,-0.001675
13.923501,50.965614,0.000432,-0.001675
13.923645,50.96503,0.000432,-0.001675
13.923645,50.965127,0.000432,-0.001675
13.923645,50.965225,0.000432,-0.001675
13.923645,50.965322,0.000432,-0.001675
13.923645,50.965419,0.000432,-0.001675
13.923645,50.965516,0.000432,-0.001675
13.923645,50.965614,0.000432,-0.001675
13.923645,50.965711,0.000432,-0.001675
13.923788,50.96503,0.000432,-0.001675
13.923788,50.965127,0.000432,-0.001675
13.923788,50.965225,0.000432,-0.001675
13.923788,50.965322,0.000432,-0.001675
13.923788,50.965419,0.000432,-0.001675
13.923788,50.965516,0.000432,-0.001675
13.923788,50.965614,0.000432,-0.001675
13.923788,50.965711,0.000432,-0.001675
13.923788,50.965808,0.000432,-0.001675
13.923932,50.965127,0.000432,-0.001675
13.923932,50.965225,0.000432,-0.001675
13.923932,50.965322,0.000432,-0.001675
13.923932,50.965419,0.000432,-0.001675
13.923932,50.965516,0.000432,-0.001675
13.923932,50.965614,0.000432,-0.001675
13.923932,50.965711,0.000432,-0.001675
13.923932,50.965808,0.000432,-0.001675
13.923932,50.965905,0.000432,-0.001675
13.924075,50.965127,0.000432,-0.001675
13.924075,50.965225,0.000432,-0.001675
13.924075,50.965322,0.000432,-0.001675
13.924075,50.965419,0.000432,-0.001675
13.924075,50.965516,0.000432,-0.001675
13.924075,50.965614,0.000432,-0.001675
13.924075,50.965711,0.000432,-0.001675
13.924075,50.965808,0.000432,-0.001675
13.924075,50.965905,0.000432,-0.001675
13.924219,50.965127,0.000432,-0.001675
13.924219,50.965225,0.000432,-0.001675
13.924219,50.965322,0.000432,-0.001675
13.924219,50.965419,0.000432,-0.001675
13.924219,50.965516,0.000432,-0.001675
13.924219,50.965614,0.000432,-0.001675
13.924219,50.965711,0.000432,-0.001675
13.924219,50.965808,0.000432,-0.001675
13.924363,50.965127,0.000432,-0.001675
13.924363,50.965225,0.000432,-0.001675
13.924363,50.965322,0.000432,-0.001675
13.924363,50.965419,0.000432,-0.001675
13.924363,50.965516,0.000432,-0.001675
13.924363,50.965614,0.000432,-0.001675
13.924363,50.965711,0.000432,-0.001675
13.924506,50.965225,0.000432,-0.001675
13.924506,50.965322,0.000432,-0.001675
13.924506,50.965419,0.000432,-0.001675
13.924506,50.965516,0.000432,-0.001675
13.924506,50.965614,0.000432,-0.001675
13.924506,50.965711,0.000432,-0.001675
13.92465,50.965225,0.000432,-0.001675
13.92465,50.965322,0.000432,-0.001675
13.92465,50.965419,0.000432,-0.001675
13.92465,50.965516,0.000432,-0.001675
13.92465,50.965614,0.000432,-0.001675
13.92465,50.965711,0.000432,-0.001675
13.924793,50.965225,0.000432,-0.001675
13.924793,50.965322,0.000432,-0.001675
13.924793,50.965419,0.000432,-0.001675
13.924793,50.965516,0.000432,-0.001675
13.924793,50.965614,0.000432,-0.001675
13.924937,50.965225,0.000432,-0.001675
13.924937,50.965322,0.000432,-0.001675
13.924937,50.965419,0.000432,-0.001675
13.924937,50.965516,0.000432,-0.001675
13.924937,50.965614,0.000432,-0.001675
13.92508,50.965322,0.000432,-0.001675
13.92508,50.965419,0.000432,-0.001675
13.92508,50.965516,0.000432,-0.001675
13.92508,50.965614,0.000432,-0.001675
13.925224,50.965322,0.000432,-0.001675
13.925224,50.965419,0.000432,-0.001675
13.925224,50.965516,0.000432,-0.001675
13.925224,50.965614,0.000432,-0.001675
13.925368,50.965322,0.000432,-0.001675
13.925368,50.965419,0.000432,-0.001675
13.925368,50.965516,0.000432,-0.001675
13.925511,50.965322,0.000432,-0.001675
13.925511,50.965419,0.000432,-0.001675
13.925511,50.965516,0.000432,-0.001675
13.925655,50.965419,0.000432,-0.001675
13.925655,50.965516,0.000432,-0.001675
13.925798,50.965419,0.000432,-0.001675
13.925942,50.965419,0.000432,-0.001675
13.926086,50.965419,0.000432,-0.001675
13.921922,50.964726,8e-05,0.001325
13.921922,50.964817,0.000229,0.001043
13.922065,50.964726,-0.00014,0.001588
13.922065,50.964817,0.000246,0.00128
13.922065,50.964908,0.000586,0.001104
13.922065,50.964999,0.000531,0.0008
13.922065,50.96509,0.000625,0.000632
13.922209,50.964817,-1.8e-05,0.001768
13.922209,50.964908,0.000333,0.001118
13.922209,50.964999,0.00078,0.000869
13.922209,50.96509,0.000948,0.000907
13.922209,50.965181,0.000787,0.000606
13.922209,50.965272,0.000726,0.000475
13.922209,50.965363,0.000666,0.00052
13.922352,50.964817,-0.000303,0.001992
13.922352,50.964908,-8.4e-05,0.001902
13.922352,50.964999,0.000443,0.001415
13.922352,50.96509,0.000731,0.000638
13.922352,50.965181,0.001132,0.000426
13.922352,50.965272,0.001145,0.000615
13.922352,50.965363,0.000952,0.000499
13.922352,50.965454,0.000723,0.000361
13.922352,50.965545,0.000637,0.000434
13.922352,50.965636,0.000411,0.000507
13.922496,50.964817,-0.000244,0.002129
13.922496,50.964908,-0.000218,0.001864
13.922496,50.964999,-0.000167,0.001685
13.922496,50.96509,0.000234,0.001596
13.922496,50.965181,0.000786,0.00102
13.922496,50.965272,0.001033,0.000296
13.922496,50.965363,0.001227,9.7e-05
13.922496,50.965454,0.001138,0.000277
13.922496,50.965545,0.000943,0.000351
13.922496,50.965636,0.000673,0.000291
13.922496,50.965727,0.000413,0.000375
13.922496,50.965818,0.00023,0.000447
13.922496,50.965909,5.8e-05,0.000505
13.922639,50.964817,-0.000347,0.00229
13.922639,50.964908,3.6e-05,0.001978
13.922639,50.964999,0.000216,0.001866
13.922639,50.96509,0.000164,0.001591
13.922639,50.965181,4.2e-05,0.001226
13.922639,50.965272,0.000348,0.001055
13.922639,50.965363,0.000758,0.000603
13.922639,50.965454,0.001067,7.8e-05
13.922639,50.965545,0.001007,-3.1e-05
13.922639,50.965636,0.000849,-2.3e-05
13.922639,50.965727,0.000576,0.000118
13.922639,50.965818,0.000236,0.000253
13.922639,50.965909,0.000113,0.000335
13.922639,50.966,-2.4e-05,0.000434
13.922783,50.964908,-0.000174,0.002427
13.922783,50.964999,0.000194,0.001813
13.922783,50.96509,0.000488,0.001422
13.922783,50.965181,0.000519,0.001204
13.922783,50.965272,0.000549,0.001012
13.922783,50.965363,0.000453,0.000816
13.922783,50.965454,0.000625,0.000525
13.922783,50.965545,0.00069,0.000133
13.922783,50.965636,0.000547,-0.000139
13.922783,50.965727,0.000257,-0.000237
13.922783,50.965818,0.000185,-1.6e-05
13.922783,50.965909,0.0002,0.000245
13.922783,50.966,5.7e-05,0.000308
13.922927,50.964908,-0.000724,0.002747
13.922927,50.964999,-0.000439,0.002528
13.922927,50.96509,5e-06,0.001916
13.922927,50.965181,0.000422,0.001287
13.922927,50.965272,0.000724,0.00099
13.922927,50.965363,0.000716,0.000679
13.922927,50.965454,0.000623,0.000314
13.922927,50.965545,0.000386,-0.000109
13.922927,50.965636,-0.000119,-0.000456
13.922927,50.965727,-0.000354,-0.000244
13.922927,50.965818,0.000173,0.000196
13.922927,50.965909,0.000274,0.000207
13.922927,50.966,9.9e-05,0.000118
13.92307,50.964908,-0.000784,0.002717
13.92307,50.964999,-0.000812,0.002543
13.92307,50.96509,-0.00079,0.002283
13.92307,50.965181,-0.000453,0.001923
13.92307,50.965272,-0.000143,0.001305
13.92307,50.965363,5.4e-05,0.000715
13.92307,50.965454,0.000111,0.000196
13.92307,50.965545,-0.00023,-0.000609
13.92307,50.965636,-0.000514,-0.00088
13.92307,50.965727,-0.000305,5.5e-05
13.92307,50.965818,0.000216,0.000612
13.92307,50.965909,0.000332,0.000172
13.92307,50.966,0.000139,-0.000107
13.923214,50.964908,-0.000759,0.002678
13.923214,50.964999,-0.000787,0.002522
13.923214,50.96509,-0.000807,0.002276
13.923214,50.965181,-0.000814,0.001934
13.923214,50.965272,-0.000864,0.001496
13.923214,50.965363,-0.000733,0.000933
13.923214,50.965454,-0.0006,3e-05
13.923214,50.965545,-0.000725,-0.000735
13.923214,50.965636,-0.00049,-0.00053
13.923214,50.965727,5e-05,0.000486
13.923214,50.965818,0.000309,0.000833
13.923214,50.965909,0.000403,0.00013
13.923214,50.966,0.000217,-0.000369
13.923357,50.964999,-0.000786,0.002495
13.923357,50.96509,-0.000838,0.002257
13.923357,50.965181,-0.001018,0.001866
13.923357,50.965272,-0.001109,0.001385
13.923357,50.965363,-0.001069,0.00098
13.923357,50.965454,-0.000886,0.000204
13.923357,50.965545,-0.00055,-0.000499
13.923357,50.965636,-0.000102,-0.000105
13.923357,50.965727,0.00024,0.000853
13.923357,50.965818,0.000468,0.000966
13.923357,50.965909,0.000325,8e-05
13.923501,50.964999,-0.000879,0.002432
13.923501,50.96509,-0.001058,0.002044
13.923501,50.965181,-0.001186,0.001663
13.923501,50.965272,-0.001155,0.001446
13.923501,50.965363,-0.001013,0.001155
13.923501,50.965454,-0.000821,0.000549
13.923501,50.965545,-0.000234,5e-05
13.923501,50.965636,0.00025,0.00026
13.923501,50.965727,0.000293,0.001055
13.923501,50.965818,0.000315,0.000919
13.923501,50.965909,-0.000251,-0.000322
13.923645,50.964999,-0.000837,0.002176
13.923645,50.96509,-0.000934,0.001949
13.923645,50.965181,-0.000857,0.001769
13.923645,50.965272,-0.000786,0.001559
13.923645,50.965363,-0.000712,0.001314
13.923645,50.965454,-0.000529,0.000983
13.923645,50.965545,-3.8e-05,0.000572
13.923645,50.965636,0.000307,0.000422
13.923645,50.965727,0.000268,0.000919
13.923645,50.965818,-0.000283,0.000421
13.923645,50.965909,-0.000382,-0.000411
13.923788,50.964999,-0.000705,0.002193
13.923788,50.96509,-0.000708,0.002025
13.923788,50.965181,-0.0007,0.001811
13.923788,50.965272,-0.000641,0.00159
13.923788,50.965363,-0.000514,0.001413
13.923788,50.965454,-0.000315,0.001223
13.923788,50.965545,-9e-06,0.000886
13.923788,50.965636,0.00027,0.000566
13.923788,50.965727,0.000205,0.000465
13.923788,50.965818,-0.000324,0.000269
13.923932,50.96509,-0.000712,0.001954
13.923932,50.965181,-0.000709,0.001836
13.923932,50.965272,-0.000624,0.001745
13.923932,50.965363,-0.000461,0.001639
13.923932,50.965454,-0.00026,0.001489
13.923932,50.965545,6e-06,0.001157
13.923932,50.965636,0.000285,0.000636
13.923932,50.965727,6.5e-05,0.000324
13.923932,50.965818,-0.000114,7.5e-05
13.924075,50.96509,-0.00058,0.001964
13.924075,50.965181,-0.000531,0.001899
13.924075,50.965272,-0.000453,0.001839
13.924075,50.965363,-0.000349,0.001776
13.924075,50.965454,-0.00021,0.00169
13.924075,50.965545,-9e-06,0.001432
13.924075,50.965636,9.9e-05,0.000624
13.924075,50.965727,-0.000121,6.6e-05
13.924075,50.965818,-0.00028,-7.1e-05
13.924219,50.96509,-0.000505,0.001996
13.924219,50.965181,-0.000448,0.001963
13.924219,50.965272,-0.000372,0.001927
13.924219,50.965363,-0.000276,0.001883
13.924219,50.965454,-0.000163,0.001828
13.924219,50.965545,-2.1e-05,0.001466
13.924219,50.965636,-0.000287,0.000524
13.924219,50.965727,-0.000292,-5.4e-05
13.924363,50.96509,-0.000494,0.002045
13.924363,50.965181,-0.000436,0.002033
13.924363,50.965272,-0.000357,0.00201
13.924363,50.965363,-0.000274,0.001985
13.924363,50.965454,-0.00017,0.001945
13.924363,50.965545,-5e-05,0.001308
13.924363,50.965636,-0.000385,0.000354
13.924363,50.965727,-0.000421,-4.8e-05
13.924506,50.965181,-0.000456,0.0021
13.924506,50.965272,-0.00039,0.002089
13.924506,50.965363,-0.000311,0.00207
13.924506,50.965454,-0.000216,0.002053
13.924506,50.965545,-0.000207,0.00125
13.924506,50.965636,-0.000392,0.000153
13.924506,50.965727,-0.000509,-9.6e-05
13.92465,50.965181,-0.000479,0.002148
13.92465,50.965272,-0.000428,0.002156
13.92465,50.965363,-0.000346,0.002158
13.92465,50.965454,-0.000267,0.002049
13.92465,50.965545,-0.000449,0.001132
13.92465,50.965636,-0.000584,5.1e-05
13.924793,50.965181,-0.000507,0.002197
13.924793,50.965272,-0.000452,0.002222
13.924793,50.965363,-0.000387,0.002231
13.924793,50.965454,-0.000314,0.00195
13.924793,50.965545,-0.000673,0.000933
13.924793,50.965636,-0.000706,5.1e-05
13.924937,50.965181,-0.000533,0.002242
13.924937,50.965272,-0.000486,0.002276
13.924937,50.965363,-0.00043,0.002297
13.924937,50.965454,-0.000345,0.001763
13.924937,50.965545,-0.000573,0.00074
13.924937,50.965636,-0.000715,0.000203
13.92508,50.965272,-0.000517,0.002325
13.92508,50.965363,-0.000461,0.002372
13.92508,50.965454,-0.000361,0.001808
13.92508,50.965545,-0.000456,0.000563
13.925224,50.965272,-0.000538,0.002368
13.925224,50.965363,-0.000491,0.002452
13.925224,50.965454,-0.000559,0.001768
13.925224,50.965545,-0.000716,0.000417
13.925368,50.965272,-0.000563,0.002405
13.925368,50.965363,-0.000527,0.00235
13.925368,50.965454,-0.000816,0.001582
13.925368,50.965545,-0.000914,0.000512
13.925511,50.965272,-0.000583,0.002429
13.925511,50.965363,-0.000547,0.002199
13.925511,50.965454,-0.000695,0.001381
13.925655,50.965363,-0.000568,0.002238
13.925655,50.965454,-0.000576,0.001245
13.925798,50.965363,-0.000609,0.002223
13.925798,50.965454,-0.000711,0.001215
13.925942,50.965363,-0.000659,0.002145
13.926086,50.965363,-0.000692,0.002048
13.921922,50.964726,0.000141,-0.000173
13.921922,50.964817,0.000201,-0.000258
13.922065,50.964726,6.8e-05,-0.000126
13.922065,50.964817,0.000141,-0.000179
13.922065,50.964908,0.000235,-0.000217
13.922065,50.964999,0.000254,-0.000335
13.922065,50.96509,0.00033,-0.000429
13.922209,50.964817,6.3e-05,-9.1e-05
13.922209,50.964908,0.000116,-0.000243
13.922209,50.964999,0.000216,-0.000272
13.922209,50.96509,0.000282,-0.000253
13.922209,50.965181,0.000283,-0.000396
13.922209,50.965272,0.000312,-0.000481
13.922209,50.965363,0.000326,-0.000467
13.922352,50.964817,-3.7e-05,-6.9e-05
13.922352,50.964908,-2.2e-05,-6.4e-05
13.922352,50.964999,0.000104,-0.00017
13.922352,50.96509,0.000145,-0.000363
13.922352,50.965181,0.000242,-0.0004
13.922352,50.965272,0.000283,-0.000338
13.922352,50.965363,0.000284,-0.00042
13.922352,50.965454,0.000242,-0.000512
13.922352,50.965545,0.000241,-0.000479
13.922352,50.965636,0.000145,-0.000426
13.922496,50.964817,-5.5e-05,-0.000112
13.922496,50.964908,-0.000111,-0.000102
13.922496,50.964999,-0.000139,-0.000106
13.922496,50.96509,-5.6e-05,-0.000115
13.922496,50.965181,9e-05,-0.000257
13.922496,50.965272,0.00016,-0.000439
13.922496,50.965363,0.000206,-0.000507
13.922496,50.965454,0.000234,-0.000462
13.922496,50.965545,0.000232,-0.000466
13.922496,50.965636,0.000157,-0.00052
13.922496,50.965727,5.7e-05,-0.000473
13.922496,50.965818,-3e-05,-0.000414
13.922496,50.965909,-0.000113,-0.000362
13.922639,50.964817,-3.5e-05,-0.000192
13.922639,50.964908,-0.000103,-0.000148
13.922639,50.964999,-0.000176,-0.000116
13.922639,50.96509,-0.000231,-0.000134
13.922639,50.965181,-0.000263,-0.000184
13.922639,50.965272,-0.000164,-0.000221
13.922639,50.965363,-3.2e-05,-0.000346
13.922639,50.965454,9.3e-05,-0.000486
13.922639,50.965545,9.9e-05,-0.000556
13.922639,50.965636,0.00011,-0.000601
13.922639,50.965727,4.3e-05,-0.000566
13.922639,50.965818,-0.000103,-0.000507
13.922639,50.965909,-0.000165,-0.000443
13.922639,50.966,-0.000208,-0.000356
13.922783,50.964908,-6.3e-05,-0.000244
13.922783,50.964999,-0.000149,-0.000233
13.922783,50.96509,-0.000226,-0.000202
13.922783,50.965181,-0.000299,-0.00019
13.922783,50.965272,-0.000326,-0.000208
13.922783,50.965363,-0.00034,-0.000251
13.922783,50.965454,-0.000259,-0.000332
13.922783,50.965545,-0.000186,-0.000449
13.922783,50.965636,-0.000111,-0.000575
13.922783,50.965727,-0.000142,-0.000686
13.922783,50.965818,-0.000202,-0.000622
13.922783,50.965909,-0.000189,-0.000468
13.922783,50.966,-0.000202,-0.000363
13.922927,50.964908,-9e-06,-0.000309
13.922927,50.964999,-6.5e-05,-0.000278
13.922927,50.96509,-0.000137,-0.000284
13.922927,50.965181,-0.00022,-0.000284
13.922927,50.965272,-0.00029,-0.000262
13.922927,50.965363,-0.000357,-0.000279
13.922927,50.965454,-0.000392,-0.000331
13.922927,50.965545,-0.000401,-0.000408
13.922927,50.965636,-0.000382,-0.000558
13.922927,50.965727,-0.00041,-0.000658
13.922927,50.965818,-0.000287,-0.000554
13.922927,50.965909,-0.000234,-0.000442
13.922927,50.966,-0.000217,-0.00037
13.92307,50.964908,4.4e-05,-0.000362
13.92307,50.964999,-1.3e-05,-0.000361
13.92307,50.96509,-8.5e-05,-0.000358
13.92307,50.965181,-0.000138,-0.000343
13.92307,50.965272,-0.000214,-0.000345
13.92307,50.965363,-0.000299,-0.000353
13.92307,50.965454,-0.000371,-0.000376
13.92307,50.965545,-0.00044,-0.000439
13.92307,50.965636,-0.000476,-0.000584
13.92307,50.965727,-0.00044,-0.00059
13.92307,50.965818,-0.000346,-0.000446
13.92307,50.965909,-0.000306,-0.000398
13.92307,50.966,-0.000253,-0.000352
13.923214,50.964908,6.4e-05,-0.000404
13.923214,50.964999,2.3e-05,-0.000407
13.923214,50.96509,-2.7e-05,-0.00041
13.923214,50.965181,-8.7e-05,-0.000414
13.923214,50.965272,-0.000156,-0.000423
13.923214,50.965363,-0.000218,-0.000435
13.923214,50.965454,-0.000294,-0.000472
13.923214,50.965545,-0.000386,-0.000513
13.923214,50.965636,-0.000457,-0.000557
13.923214,50.965727,-0.000392,-0.000527
13.923214,50.965818,-0.000371,-0.00042
13.923214,50.965909,-0.000347,-0.000349
13.923214,50.966,-0.000299,-0.00031
13.923357,50.964999,4.4e-05,-0.000453
13.923357,50.96509,-1e-06,-0.000467
13.923357,50.965181,-4.4e-05,-0.000472
13.923357,50.965272,-9e-05,-0.000476
13.923357,50.965363,-0.000145,-0.000491
13.923357,50.965454,-0.000208,-0.000544
13.923357,50.965545,-0.000276,-0.000602
13.923357,50.965636,-0.000359,-0.000589
13.923357,50.965727,-0.000384,-0.000503
13.923357,50.965818,-0.000395,-0.000402
13.923357,50.965909,-0.000396,-0.000327
13.923501,50.964999,6.6e-05,-0.000491
13.923501,50.96509,4.3e-05,-0.000497
13.923501,50.965181,1.4e-05,-0.000504
13.923501,50.965272,-2.8e-05,-0.000524
13.923501,50.965363,-8.4e-05,-0.000553
13.923501,50.965454,-0.000153,-0.000603
13.923501,50.965545,-0.000206,-0.000664
13.923501,50.965636,-0.000267,-0.000666
13.923501,50.965727,-0.000341,-0.000563
13.923501,50.965818,-0.000403,-0.000433
13.923501,50.965909,-0.000361,-0.000283
13.923645,50.964999,9.7e-05,-0.000509
13.923645,50.96509,7.6e-05,-0.00052
13.923645,50.965181,4.1e-05,-0.000543
13.923645,50.965272,-5e-06,-0.000575
13.923645,50.965363,-6.1e-05,-0.000615
13.923645,50.965454,-0.000122,-0.000665
