x,y,u,v
13.923357,50.965363,-0.000356,-0.001025
13.923357,50.965454,-0.00035,-0.000806
13.923357,50.965545,-0.000282,-0.000755
13.923357,50.965636,-0.000261,-0.000999
13.923357,50.965727,-0.000794,-0.000869
13.923357,50.965818,-0.001324,-0.000414
13.923357,50.965909,-0.000729,-0.00013
13.923501,50.964999,0.000115,-0.00117
13.923501,50.96509,-3.1e-05,-0.001178
13.923501,50.965181,-0.00015,-0.001217
13.923501,50.965272,-0.000215,-0.0012
13.923501,50.965363,-0.000136,-0.000996
13.923501,50.965454,3.6e-05,-0.000709
13.923501,50.965545,0.000225,-0.000664
13.923501,50.965636,0.00028,-0.001399
13.923501,50.965727,-0.000496,-0.001904
13.923501,50.965818,-0.002578,-0.000455
13.923501,50.965909,-0.001454,0.000754
13.923645,50.964999,0.000175,-0.001313
13.923645,50.96509,8.9e-05,-0.001342
13.923645,50.965181,6.6e-05,-0.001253
13.923645,50.965272,0.000199,-0.001061
13.923645,50.965363,0.000469,-0.000774
13.923645,50.965454,0.001027,-0.000444
13.923645,50.965545,0.001504,-0.000511
13.923645,50.965636,0.001117,-0.001721
13.923645,50.965727,0.000165,-0.003728
13.923645,50.965818,-0.002516,-0.001372
13.923645,50.965909,-0.001919,0.001988
13.923788,50.964999,0.000297,-0.001358
13.923788,50.96509,0.000349,-0.001286
13.923788,50.965181,0.000596,-0.001107
13.923788,50.965272,0.001071,-0.000797
13.923788,50.965363,0.002036,-0.000167
13.923788,50.965454,0.003205,0.000325
13.923788,50.965545,0.003464,-0.000573
13.923788,50.965636,0.002592,-0.002738
13.923788,50.965727,0.000719,-0.005537
13.923788,50.965818,-0.002544,-0.002539
13.923932,50.96509,0.000865,-0.001043
13.923932,50.965181,0.001464,-0.000531
13.923932,50.965272,0.002928,0.00038
13.923932,50.965363,0.004591,0.00136
13.923932,50.965454,0.0052,0.000984
13.923932,50.965545,0.004193,-0.001124
13.923932,50.965636,0.002751,-0.004467
13.923932,50.965727,-0.002704,-0.008863
13.923932,50.965818,-0.002243,-0.003136
13.924075,50.96509,0.001401,-0.000312
13.924075,50.965181,0.003132,0.000956
13.924075,50.965272,0.004539,0.00233
13.924075,50.965363,0.00465,0.002104
13.924075,50.965454,0.003492,-7.3e-05
13.924075,50.965545,0.002249,-0.003022
13.924075,50.965636,-3.9e-05,-0.009635
13.924075,50.965727,-0.006536,-0.010531
13.924075,50.965818,-0.001187,0.001374
13.924219,50.96509,0.001502,0.001529
13.924219,50.965181,0.002716,0.002607
13.924219,50.965272,0.002743,0.001898
13.924219,50.965363,0.001708,0.000313
13.924219,50.965454,0.000725,-0.001417
13.924219,50.965545,0.000613,-0.004655
13.924219,50.965636,-0.008487,-0.013252
13.924219,50.965727,-0.004634,-0.010012
13.924363,50.96509,0.000742,0.002064
13.924363,50.965181,0.00059,0.002197
13.924363,50.965272,0.000126,0.001323
13.924363,50.965363,-4.9e-05,8.6e-05
13.924363,50.965454,0.000143,-0.001169
13.924363,50.965545,-0.003605,-0.012233
13.924363,50.965636,-0.00923,-0.014882
13.924363,50.965727,-0.001349,-0.001231
13.924506,50.965181,-0.000301,0.001991
13.924506,50.965272,-0.000403,0.001258
13.924506,50.965363,-0.000197,0.000329
13.924506,50.965454,-0.000137,-0.004972
13.924506,50.965545,-0.010683,-0.014028
13.924506,50.965636,-0.003527,-0.010996
13.924506,50.965727,-0.000128,0.003552
13.92465,50.965181,-0.000564,0.002015
13.92465,50.965272,-0.00044,0.001426
13.92465,50.965363,-0.00033,0.000352
13.92465,50.965454,-0.006803,-0.011654
13.92465,50.965545,-0.007851,-0.015623
13.92465,50.965636,-0.001354,-0.004327
13.924793,50.965181,-0.000579,0.002099
13.924793,50.965272,-0.000485,0.001492
13.924793,50.965363,-0.00118,-0.006033
13.924793,50.965454,-0.009918,-0.012493
13.924793,50.965545,-0.002738,-0.00858
13.924793,50.965636,0.000596,-0.002365
13.924937,50.965181,-0.000591,0.002149
13.924937,50.965272,-0.000952,0.000826
13.924937,50.965363,-0.006244,-0.009081
13.924937,50.965454,-0.003946,-0.013212
13.924937,50.965545,-0.000997,-0.00511
13.924937,50.965636,0.000325,0.003534
13.92508,50.965272,-0.001639,-0.00416
13.92508,50.965363,-0.006551,-0.009027
13.92508,50.965454,-0.001731,-0.007247
13.92508,50.965545,0.001119,-0.004309
13.925224,50.965272,-0.002999,-0.004959
13.925224,50.965363,-0.001667,-0.009173
13.925224,50.965454,-0.00034,-0.005542
13.925224,50.965545,0.000836,-0.002833
13.925368,50.965272,-0.002321,-0.00498
13.925368,50.965363,-0.000606,-0.006368
13.925368,50.965454,0.001397,-0.004744
13.925368,50.965545,0.000803,0.000238
13.925511,50.965272,-0.000261,-0.005078
13.925511,50.965363,0.000489,-0.005455
13.925511,50.965454,0.001178,-0.004134
13.925655,50.965363,0.001342,-0.00493
13.925655,50.965454,0.001085,-0.004351
13.925798,50.965363,0.00126,-0.004856
13.925798,50.965454,0.00118,-0.002826
13.925942,50.965363,0.00124,-0.004837
13.926086,50.965363,0.00126,-0.004635
